playerName,playerId,teamAbbr,salarySuperCoach,positionSuperCoach,valuePosition,ownershipSuperCoach,pricedAt,age,playerIdVoid,gms,subCount,kicks,handballs,marks,tackles,hitouts,ruckContestPercentage,goals,centreBounceAttendancePercentage,kickins,playOnPercentage,timeOnGroundPercentage,FP,consistency,FPadj,FPfirst,FPsecond,FPreg,FPfin,maxFP,minFP,pointsPerMinute,gm100,gm120,gmSub90,cbaPre,kiPre,poPre,togPre,fpPre,ppmPre,changeOwn,dollarsPerPoint,rankSalary,rankReg,rankAdj,rankFirst,rankSecond
Lachlan Bramble,CD_I1000864,WBD,391900,DEF,DEF,0.2,72.7,26,CD_I1000864,24,,12.3,6.2,4.8,1.4,0,0,0.1,0,68,93,82,72,0.324,72,67,79,72.7,55,133,29,0.7,3,1,19,0,3,67,80,75,0.76,0,5391,73,75,85,96,55
Sam Berry,CD_I1012807,ADE,342800,MID,MID,0.3,63.6,23,CD_I1012807,18,5,6.8,6.9,1.4,5.1,0,0,0.2,47,0,,56,63.6,0.399,80.1,47,74.2,63.6,,106,15,0.9,2,0,16,39,0,,72,115,1.27,0,5390,122,126,85,151,95
Jake Stringer,CD_I293884,GWS,340200,FWD,FWD,1,63.1,30,CD_I293884,23,,8.8,3.8,3.9,2.5,0,0,1.8,31,0,,76,63.1,0.29,63.1,62.6,63.7,63.1,,111,33,0.67,1,0,21,0,0,,76,53,0.58,0,5391,75,75,85,75,67
Bobby Hill,CD_I1006148,COL,337800,FWD,FWD,1.4,62.7,25,CD_I1006148,23,,8.1,3,3.5,2.1,0,0,1.3,0,0,,79,62.7,0.366,62.7,59.3,66.5,62.7,,115,20,0.62,2,0,19,0,0,,55,51,0.8,0,5388,79,78,86,90,60
Ryan Lester,CD_I291548,BRL,384700,DEF,DEF,0.2,71.4,32,CD_I291548,27,,10.7,3.7,6.5,1.8,0,0,0,0,10,30,85,71.9,0.303,71.9,70.5,72.2,71.4,74.5,130,31,0.66,2,1,20,0,0,,85,67,0.69,0,5388,75,77,87,83,75
Isaac Cumming,CD_I1001396,ADE,287700,MID,MID,5.5,53.4,26,CD_I1001396,6,,7.7,6.3,4,4.2,0,0,0.5,0,1,0,72,72.3,0.315,79.6,,66.8,66.8,83.5,103,36,0.78,1,0,4,,,,,,,-0.1,4307,148,114,87,,113
Bailey Banfield,CD_I998180,FRE,336800,FWD,FWD,0.1,62.5,26,CD_I998180,22,,7.9,6.4,3.4,2.5,0,0,0.9,0,0,,80,62.5,0.307,62.5,70.6,52.8,62.5,,104,33,0.64,1,0,20,0,0,,24,10,0.36,0,5389,80,80,87,42,125
Rory Lobb,CD_I990740,WBD,376800,DEF,DEF,0.7,69.9,32,CD_I990740,16,,8.4,5.1,5.4,2.1,2.9,11,0.3,11,10,90,91,71.8,0.368,71.8,50.3,77.1,69.9,100,126,28,0.63,3,1,11,23,0,,83,64,0.62,0,5391,83,85,88,145,61
Nathan O'Driscoll,CD_I1013220,FRE,198000,MID,MID,6.2,36.7,22,CD_I1013220,2,1,5.5,7,2.5,2.5,0,0,0.5,10,0,,47,52.5,0.505,79,,52.5,52.5,,79,26,0.92,0,0,2,,,,,,,0.6,3771,179,156,88,,148
Koltyn Tholstrup,CD_I1023640,MEL,312500,FWD,FWD,0.1,58,19,CD_I1023640,10,,6.9,4.8,2.4,3.6,0,0,0.5,6,0,,73,58,0.381,62.3,34,60.7,58,,93,19,0.63,0,0,8,11,0,,13,8,0.5,0,5388,102,103,88,185,87
Judd McVee,CD_I1017703,MEL,381400,DEF,DEF,0.3,70.8,21,CD_I1017703,23,,11.3,5.3,3.5,1,0,0,0,6,54,94,80,70.8,0.292,70.8,70.8,70.7,70.8,,119,29,0.71,2,0,19,0,0,,77,34,0.36,0,5387,79,80,89,81,79
Jackson Mead,CD_I1005326,PTA,328900,FWD/MID,FWD,0.3,61,23,CD_I1005326,26,3,7.8,6.3,3,3,0,0,0.2,18,0,,72,58,0.409,62.2,60.7,61.5,61,34.3,105,10,0.65,2,0,23,28,0,,72,112,1.33,0,5392,87,87,89,83,80
Noah Balta,CD_I1002245,RIC,334900,DEF/FWD,FWD,0.5,62.1,25,CD_I1002245,19,,9.6,2.7,5.9,1.1,1.5,5,0.6,4,2,100,85,62.2,0.394,62.2,69.4,56.9,62.2,,128,26,0.58,1,1,16,0,0,,81,70,0.74,0,5384,81,81,89,46,109
Heath Chapman,CD_I1013224,FRE,380900,DEF,DEF,0.3,70.7,23,CD_I1013224,16,,9.6,6.5,5.8,1.8,0,0,0.1,0,4,75,77,70.7,0.296,70.7,72,69.9,70.7,,100,38,0.74,1,0,12,,,,,,,0,5388,80,82,90,78,85
Cooper Lord,CD_I1032108,CAR,253800,MID,MID,0.8,47.1,19,CD_I1032108,2,,5,12,4,4.5,0,0,0,53,0,,66,78.5,0.121,78.5,,78.5,78.5,,88,69,0.98,0,0,2,,,,,,,0,3233,162,83,90,,82
Tanner Bruhn,CD_I1012805,GEE,393700,MID,MID,0.4,73,22,CD_I1012805,17,,9.8,7.6,2.3,4.2,0,0,0.3,57,0,,61,72.3,0.364,78.5,78.7,61.8,73.1,66.5,115,14,0.92,3,0,13,56,0,,66,57,0.72,0,5386,98,98,90,84,127
Corey Wagner,CD_I993940,FRE,341300,DEF,DEF,0.2,63.3,27,CD_I993940,12,2,11,4.9,4,1.7,0,0,0,0,6,83,70,63.3,0.337,70.1,29.5,70.1,63.3,,99,20,0.73,0,0,10,,,,,,,0,5392,109,113,91,170,83
Liam Henry,CD_I1005988,STK,334100,FWD,FWD,0.1,62,23,CD_I1005988,12,,8.1,5.8,2.8,2.7,0,0,0.6,14,0,,79,62,0.321,62,62.5,61.5,62,,98,36,0.64,0,0,11,0,0,,80,72,0.75,0,5389,82,82,91,76,80
Joel Jeffrey,CD_I1005992,GCS,353400,DEF,DEF,0,65.6,22,CD_I1005992,12,,11,5.6,3.7,1.2,0,0,0.1,0,20,70,73,65.6,0.423,69.8,61.8,67.5,65.6,,121,19,0.72,1,1,9,,,,,,,0,5387,101,103,92,116,93
Toby Bedford,CD_I1008139,GWS,330200,FWD/MID,FWD,0.9,61.3,24,CD_I1008139,23,,4.5,7.2,1.8,6.1,0,0,0.4,45,0,,84,61.8,0.327,61.8,52.7,69.8,61.3,74,97,22,0.58,0,0,21,11,0,,81,72,0.72,0,5387,85,85,92,119,47
Oliver Henry,CD_I1012860,GEE,280200,FWD,FWD,0.7,52,22,CD_I1012860,23,2,5.7,3.1,3,1.3,0,0,1.6,0,0,,79,56.3,0.472,61.8,54.2,49.1,52,101,104,9,0.55,2,0,19,,,,,,,0.1,5388,134,136,92,114,137
Brodie Kemp,CD_I1009241,CAR,381500,DEF,DEF,0.1,70.8,23,CD_I1009241,21,,9.3,4.7,6.2,2.2,0,0,0.3,0,1,100,94,68.8,0.288,68.8,75.9,65.7,70.8,28,102,28,0.58,1,0,16,0,0,,98,95,0.79,0,5388,78,80,93,65,99
Justin McInerney,CD_I1011936,SYD,443700,MID,MID,0.1,82.3,24,CD_I1011936,20,,10.2,8.7,5.4,2.3,0.1,0,0.3,15,5,80,81,77.6,0.25,78.3,80.3,86.2,82.4,50.7,107,23,0.77,2,0,14,33,0,,71,83,1.02,0,5385,67,66,93,79,60
Xavier Duursma,CD_I1006096,ESS,422100,MID,MID,0.2,78.3,24,CD_I1006096,15,,11,7.5,6.4,2.7,0,0,0.6,0,0,,81,78.3,0.272,78.3,81.6,74.6,78.3,,116,45,0.78,3,0,10,0,0,,78,63,0.67,0,5391,83,85,93,73,92
Liam Jones,CD_I281078,WBD,378800,DEF,DEF,0.2,70.3,34,CD_I281078,21,,8.8,2.9,5.8,0.5,0,0,0,0,0,,96,68.5,0.301,68.5,71.4,68.6,70.3,32,115,32,0.57,1,0,17,0,0,,94,50,0.43,0,5388,81,83,94,79,89
Jacob van Rooyen,CD_I1017720,MEL,331000,FWD,FWD,0.3,61.4,21,CD_I1017720,21,,6,4.2,3.9,1.8,4.2,18,1.4,18,0,,75,61.4,0.445,61.4,54.8,67.5,61.4,,126,24,0.66,1,1,19,7,0,,65,79,0.99,0,5391,84,84,94,107,54
Alex Pearce,CD_I298409,FRE,368200,DEF,DEF,0.4,68.3,29,CD_I298409,15,,6.3,5.4,4.5,1.7,0,0,0.1,0,1,0,92,68.3,0.339,68.3,73.3,48.3,68.3,,108,18,0.61,1,0,12,0,0,,95,65,0.59,0,5391,88,90,95,71,155
Harry Morrison,CD_I1000963,HAW,291500,MID,MID,0.1,54.1,26,CD_I1000963,12,4,10.2,5.1,4.3,1.9,0,0,0.2,0,1,100,68,61.7,0.501,77.8,58.8,51,54.1,99.5,114,21,0.72,2,0,8,,,,,,,0,5388,146,150,95,133,150
Eric Hipwood,CD_I993953,BRL,347000,FWD,FWD,0.2,64.4,27,CD_I993953,24,,8,2.8,5.6,1.3,0.2,1,1.4,0,0,,80,61.3,0.434,61.3,57.6,71.2,64.4,45.8,140,12,0.6,3,1,21,0,0,,79,87,0.96,0,5388,66,66,95,98,41
Jack Gunston,CD_I291351,HAW,317900,FWD,FWD,0.1,59,33,CD_I291351,18,1,6.7,2.2,4.6,1.2,0,0,1.6,0,0,,75,55.1,0.63,61.3,55.9,62.1,59,24,129,5,0.6,1,1,15,,,,,,,0,5388,98,98,95,104,78
Ben Long,CD_I993917,GCS,318500,FWD,FWD,0.1,59.1,27,CD_I993917,17,1,7.2,3,3.6,2.7,0,0,1.5,0,0,,81,59.1,0.396,61.3,57.3,60.1,59.1,,87,11,0.59,0,0,17,,,,,,,0,5389,94,95,95,99,91
Jake Kolodjashnij,CD_I296291,GEE,374200,DEF,DEF,0.1,69.4,29,CD_I296291,24,,8.5,5.2,5.1,2,0,0,0,0,9,78,89,68.1,0.256,68.1,68.4,70.5,69.5,53,94,33,0.6,0,0,21,0,0,,43,27,0.52,0,5384,85,87,96,89,80
Conor Nash,CD_I1007124,HAW,411900,MID,MID,0.2,76.4,26,CD_I1007124,25,,8.4,10.5,2.5,5.5,1.4,7,0,65,0,,74,76.4,0.281,77.3,73.8,79.3,76.4,75.5,121,28,0.83,4,1,19,83,0,,82,73,0.72,0,5391,91,93,96,94,79
Ben McKay,CD_I1002143,ESS,365000,DEF,DEF,0.3,67.7,27,CD_I1002143,23,,7,6.1,5.3,1.4,0.2,1,0,0,0,,99,67.7,0.356,67.7,68.3,67.2,67.7,,104,26,0.55,3,0,17,0,0,,90,57,0.53,0,5391,90,92,97,91,95
Logan Evans,CD_I1019938,PTA,371300,DEF,DEF,0.4,68.9,19,CD_I1019938,13,,12.3,3.4,5.5,1.6,0,0,0.2,0,26,92,78,67.4,0.368,67.4,,68.9,68.9,62.3,110,27,0.7,3,0,10,,,,,,,0,5389,86,88,98,,87
Steele Sidebottom,CD_I280965,COL,405800,MID,MID,0.2,75.3,34,CD_I280965,22,1,12.3,6,4.1,3.1,0,0,0.2,11,16,75,84,75.3,0.371,77,62.6,88,75.3,,125,26,0.7,6,2,16,0,0,,88,69,0.68,0,5389,94,96,98,124,50
Nick Larkey,CD_I1001017,NTH,328500,FWD,FWD,1.1,60.9,26,CD_I1001017,23,,6.3,3.2,4.3,1,1.5,4,2,3,0,,94,61,0.447,61,52.2,69,61,,131,14,0.51,2,1,19,0,0,,97,79,0.68,0,5385,88,87,98,126,49
Brad Close,CD_I999326,GEE,328500,FWD,FWD,0.2,60.9,26,CD_I999326,25,,6.4,6.4,2.8,2.3,0,0,1,0,0,,84,61,0.297,61,68.4,52.8,61,62,92,23,0.57,0,0,22,12,0,,84,75,0.74,0,5385,88,87,98,54,125
James Tunstill,CD_I1021108,BRL,119900,FWD/MID,FWD,0.9,22.2,21,CD_I1021108,3,2,1.7,5,0.7,1.7,0,0,0,10,0,,38,31.7,0.663,61,31.7,,31.7,,61,13,0.67,0,0,3,29,0,,73,59,0.71,0,3782,227,207,98,191,
Jayden Laverde,CD_I298280,ESS,362800,DEF,DEF,0.1,67.3,28,CD_I298280,21,,9.2,6.6,6,1.6,0,0,0,0,0,,93,67.3,0.351,67.3,64.2,70.8,67.3,,128,37,0.59,3,1,17,0,0,,43,45,0.87,0,5391,91,93,99,107,78
Wayne Milera,CD_I990882,ADE,254000,DEF,DEF,2.7,47.1,27,CD_I990882,3,,11.3,4,4.7,2,0,0,0,0,8,88,72,67.3,0.284,67.3,67.3,,67.3,,86,41,0.75,0,0,3,0,2,100,80,78,0.78,-0.1,3774,157,93,99,94,
Hunter Clark,CD_I1002264,STK,412000,MID,MID,0.2,76.4,25,CD_I1002264,11,,12,7.3,2.7,4.2,0,0,0.1,47,0,,62,76.5,0.262,76.5,91,75,76.5,,96,31,1.02,0,0,7,,,,,,,0,5386,90,92,99,48,90
Zak Jones,CD_I991988,STK,328300,MID,MID,0.2,60.9,29,CD_I991988,13,3,7.8,8.1,3.2,2.5,0,0,0.2,36,0,,59,60.9,0.453,76.4,38.2,75.1,60.9,,108,17,0.85,1,0,12,,,,,,,0,5391,132,134,100,165,89
Sam De Koning,CD_I1009229,GEE,361900,DEF,DEF,4.9,67.1,23,CD_I1009229,19,,6.5,8.1,3.4,1.4,5.4,18,0.2,24,0,,84,67.2,0.414,67.2,61.9,74.4,67.2,,135,27,0.63,2,2,15,0,0,,84,31,0.31,2,5385,92,95,101,114,66
Lewis Young,CD_I997316,CAR,340100,DEF,DEF,0.1,63.1,26,CD_I997316,9,,8.9,4.1,6.2,0.9,0.6,2,0.1,4,0,,96,67.2,0.338,67.2,69.8,52,63.1,100,100,28,0.55,1,0,6,0,0,,96,60,0.51,0,5390,110,114,101,84,138
Bailey Williams,CD_I992351,WBD,414700,MID,MID,0.1,76.9,27,CD_I992351,24,,10.5,8.5,5.7,2.1,0,0,0.4,0,1,100,84,76.2,0.275,76.2,79.3,74.4,77,59,119,34,0.72,4,0,19,0,0,,70,58,0.67,0,5386,87,89,101,83,93
Lachlan McNeil,CD_I1009015,WBD,332100,FWD,FWD,0.1,61.6,23,CD_I1009015,12,1,6.3,5.7,1.7,3.5,0,0,0.5,0,0,,80,60.8,0.374,60.8,60.5,61.9,61.6,52,102,17,0.6,1,0,11,0,0,,78,98,1.02,0,5391,83,83,101,84,79
Lachie Schultz,CD_I1000860,COL,327300,FWD,FWD,0.2,60.7,27,CD_I1000860,20,,6.8,5.4,3.1,3.8,0,0,1.2,0,0,,80,60.8,0.259,60.8,61.4,60,60.8,,97,33,0.59,0,0,19,0,0,,79,58,0.63,0,5383,90,90,101,79,92
Nathan Broad,CD_I295203,RIC,361800,DEF,DEF,0.2,67.1,31,CD_I295203,22,,9.8,4.5,6.3,1.5,0,0,0,0,27,78,90,67.1,0.335,67.1,63.8,70.5,67.1,,135,33,0.61,1,1,19,0,1,100,99,60,0.52,0,5392,93,96,103,109,80
Tom Cole,CD_I993820,WCE,361700,DEF,DEF,0.1,67.1,27,CD_I993820,23,,9.7,6,4.3,3.1,0,0,0,0,17,76,82,67.1,0.263,67.1,68.7,65.5,67.1,,103,34,0.65,1,0,21,0,1,100,87,97,0.89,0,5390,94,96,103,88,101
Brodie Smith,CD_I291748,ADE,343100,DEF,DEF,0.1,63.7,33,CD_I291748,15,1,11.1,6.5,3.5,2.1,0,0,0,0,30,87,79,63.7,0.325,67.1,64.8,60.5,63.7,,107,15,0.65,1,0,14,0,0,,39,40,0.82,0,5386,106,110,103,101,119
Mabior Chol,CD_I994077,HAW,341800,FWD,FWD,0.3,63.4,28,CD_I994077,23,,7.3,2,3.7,2.7,1.7,7,1.6,14,0,,82,60.4,0.324,60.4,63.5,63.4,63.4,28.5,93,14,0.59,0,0,21,13,0,,74,59,0.64,0,5391,72,72,103,67,68
Brody Mihocek,CD_I291849,COL,325300,FWD,FWD,0.1,60.4,32,CD_I291849,11,,7.1,3.3,3.7,2.6,0.2,1,1.7,0,0,,86,60.4,0.286,60.4,62.7,50,60.4,,87,32,0.55,0,0,11,0,0,,85,71,0.72,0,5386,92,92,103,74,134
Oliver Dempsey,CD_I1025034,GEE,408100,MID,MID,0.6,75.7,22,CD_I1025034,25,,9.2,8.2,4.4,2.4,0,0,0.9,0,0,,87,75.2,0.307,75.2,69.7,82.4,75.7,68.5,122,28,0.68,3,1,17,0,0,,85,93,0.91,0,5391,92,94,104,104,70
Alex Davies,CD_I1013268,GCS,333200,MID,MID,0.2,61.8,22,CD_I1013268,7,1,5.3,10.3,1.1,7,0.1,3,0.1,50,0,,58,68.7,0.331,74.5,67.7,69.5,68.7,,98,34,0.93,0,0,5,,,,,,,0,4850,129,110,105,110,108
Daniel McStay,CD_I297504,COL,259500,FWD,FWD,0.8,48.1,29,CD_I297504,5,,6.6,3.2,5.2,1,0.2,3,1.6,0,0,,84,60.2,0.236,60.2,,60.2,60.2,,81,42,0.56,0,0,5,,,,,,,0,4311,153,93,105,,90
Jayden Hunt,CD_I994385,WCE,359100,DEF/MID,DEF,0.3,66.6,29,CD_I994385,20,,10.7,5.6,3.6,2.1,0,0,0.2,0,21,95,85,66.7,0.384,66.7,60,73.3,66.7,,138,26,0.63,1,1,16,0,4,100,83,72,0.69,0,5384,96,99,106,120,73
Bailey Scott,CD_I1006058,NTH,397100,MID,MID,0.2,73.7,24,CD_I1006058,23,,13.6,6.7,5,2.5,0,0,0.2,0,30,97,83,73.7,0.334,73.7,65.2,81.5,73.7,,125,29,0.7,3,1,16,0,3,100,78,96,1.03,0,5388,95,97,106,117,73
David Swallow,CD_I290832,GCS,233600,DEF/FWD,FWD,1.1,43.3,32,CD_I290832,20,8,5.4,4.8,2.5,1.7,0,0,0.5,10,2,50,54,43.4,0.685,59.9,37.5,50.6,43.4,,116,7,0.65,1,0,18,0,0,,62,34,0.44,0,5382,169,173,106,177,133
Luke McDonald,CD_I296355,NTH,357600,DEF,DEF,0.2,66.3,30,CD_I296355,22,,9.6,4.5,4.8,2.3,0,0,0,0,12,75,83,66.4,0.28,66.4,66,66.7,66.4,,98,16,0.63,0,0,20,,,,,,,0,5386,97,100,107,99,96
Brayden Fiorini,CD_I993799,GCS,393800,MID,MID,0.1,73.1,27,CD_I993799,12,,10.4,8.6,4.9,1.8,0,0,0.5,0,0,,84,73.1,0.316,73.1,74.2,67.5,73.1,,108,37,0.69,2,0,9,0,0,,87,87,0.81,0,5387,97,98,107,93,112
Rhyan Mansell,CD_I1008478,RIC,322000,FWD,FWD,0.2,59.7,24,CD_I1008478,21,1,7.5,3,2.9,3.1,0,0,1,0,0,,77,59.8,0.374,59.8,58.3,61.1,59.8,,110,25,0.63,1,0,19,,,,,,,0,5385,93,94,107,94,83
Robbie Fox,CD_I291848,SYD,266400,DEF/FWD,FWD,0.7,49.4,31,CD_I291848,18,4,6.4,4.8,3.6,2.2,0,0,0.3,0,1,0,72,51.1,0.628,59.8,49.9,48.9,49.4,64.5,124,5,0.57,2,2,16,0,0,,82,57,0.61,0,5393,146,149,107,139,139
Max Michalanney,CD_I1015370,ADE,355400,DEF,DEF,0.2,65.9,20,CD_I1015370,23,,9.2,5.7,5.3,2.9,0,0,0,5,6,67,86,66,0.262,66,64.3,67.7,66,,96,37,0.61,0,0,20,0,1,100,88,80,0.72,0,5385,99,101,108,106,92
Darcy Tucker,CD_I993816,NTH,355400,DEF/MID,DEF,0.5,65.9,28,CD_I993816,23,,11,6.4,4.4,2.5,0,0,0.1,0,7,86,81,66,0.353,66,66.1,65.8,66,,132,31,0.64,2,1,20,0,0,,80,80,0.83,0,5385,99,101,108,98,97
Cameron Guthrie,CD_I290550,GEE,278000,MID,MID,2.2,51.6,32,CD_I290550,4,,9.5,7.3,3.3,2.8,0,0,0,37,0,,59,64.5,0.279,72.3,64.5,,64.5,,82,41,0.85,0,0,4,,,,,,,-0.2,4310,154,123,109,119,
Todd Marshall,CD_I1004998,PTA,294600,FWD,FWD,0.1,54.7,26,CD_I1004998,19,,7.2,1.9,4.8,1.5,0.3,1,1.1,0,0,,71,53.8,0.514,59.7,63.3,37.5,54.7,38,112,8,0.61,2,0,16,0,0,,73,52,0.61,0,5386,118,119,109,70,179
Jack Henry,CD_I1000937,GEE,360300,DEF,DEF,0.3,66.8,26,CD_I1000937,25,,8.6,2.9,5.7,1.4,0,0,0,0,0,,95,65.8,0.301,65.8,57.3,77.4,66.9,53,98,29,0.54,0,0,23,0,1,100,92,61,0.55,0,5386,95,98,110,133,60
Jeremy Finlayson,CD_I298111,PTA,305800,FWD,FWD,0.1,56.7,29,CD_I298111,12,1,8.5,3.8,3.4,1.5,3,15,1,17,0,,77,56.8,0.371,59.6,55.9,58.5,56.8,,97,25,0.59,0,0,11,,,,,,,0,5384,108,110,110,104,99
Jacob Blight,CD_I1013229,RIC,246400,DEF,DEF,1.1,45.7,23,CD_I1013229,3,,7.7,4.3,5,2,0,0,0,0,0,,79,65.3,0.232,65.3,,65.3,65.3,,86,50,0.67,0,0,3,,,,,,,0.1,3773,164,104,111,,102
Logan Morris,CD_I1028019,BRL,289500,FWD,FWD,0.3,53.7,19,CD_I1028019,19,2,5.9,2.2,3.5,0.6,0,0,1.3,0,0,,65,53.7,0.418,59.2,51.8,54.5,53.7,53.5,83,4,0.65,0,0,19,,,,,,,0,5391,126,127,111,129,115
Brennan Cox,CD_I997033,FRE,350800,DEF,DEF,0.1,65.1,26,CD_I997033,9,,7.4,3.7,5.3,1.4,0,0,0.1,0,1,100,83,65.1,0.261,65.1,37,68.6,65.1,,93,37,0.63,0,0,8,,,,,,,0,5389,102,105,112,165,89
Jaeger O'Meara,CD_I294613,FRE,351500,MID,MID,0.2,65.2,31,CD_I294613,22,3,8.3,7,3.6,2.9,0,0,0.4,4,0,,70,65.2,0.354,71.7,60,70.5,65.2,,95,9,0.76,0,0,19,4,0,,75,33,0.38,0,5391,117,120,112,129,102
Nat Fyfe,CD_I291570,FRE,372800,MID,MID,0.4,69.2,33,CD_I291570,22,1,6.3,13.1,2.4,2.3,0,0,0.2,60,0,,70,69.2,0.352,71.7,77.7,59,69.2,,119,17,0.8,4,0,17,76,0,,75,72,0.82,0,5387,108,109,112,87,135
Jade Gresham,CD_I298421,ESS,318400,FWD,FWD,0.2,59.1,27,CD_I298421,22,,7.2,6.8,2.5,2.1,0,0,0.9,1,0,,82,59.1,0.345,59.1,63,54.4,59.1,,121,29,0.59,1,1,20,0,0,,66,69,0.87,0.1,5387,95,95,112,72,117
Ben King,CD_I1006144,GCS,318400,FWD,FWD,0.7,59.1,24,CD_I1006144,22,,6.4,1.6,4.5,0.6,0,0,2.5,0,0,,84,59.1,0.367,59.1,63.5,53.8,59.1,,107,8,0.56,1,0,21,0,0,,63,8,0.1,0,5387,95,95,112,67,119
Griffin Logue,CD_I997933,NTH,245200,DEF,DEF,0.9,45.5,26,CD_I997933,2,,7.5,4.5,4.5,1.5,0,0,0,0,0,,98,65,0.2,65,,65,65,,78,52,0.53,0,0,2,,,,,,,0,3772,165,106,113,,104
Jake Bowey,CD_I1012825,MEL,337900,DEF,DEF,0.1,62.7,22,CD_I1012825,14,,11.4,4.6,4.6,1.4,0,0,0,0,29,93,71,62.7,0.281,65,64.4,61.8,62.7,,100,35,0.71,1,0,13,0,3,100,79,76,0.78,0,5389,112,116,113,105,113
Marcus Windhager,CD_I1023270,STK,385100,MID,MID,0.2,71.4,21,CD_I1023270,15,,9,9.1,2.4,5.1,0,0,0,59,0,,79,71.5,0.332,71.5,78,53.5,71.5,,111,31,0.75,2,0,11,,,,,,,0,5386,101,101,114,85,144
Paul Curtis,CD_I1002947,NTH,318100,FWD,FWD,0.2,59,21,CD_I1002947,23,,6.8,4.5,3.6,3,0,0,1.3,5,0,,80,59,0.41,59,50.5,66.9,59,,119,12,0.58,1,0,22,0,0,,78,40,0.43,0,5392,97,98,114,137,58
Eddie Ford,CD_I1012833,NTH,282900,FWD,FWD,0.1,52.5,22,CD_I1012833,18,4,6.5,4.9,4.1,1.9,0,0,0.8,0,0,,66,52.5,0.459,59,39.1,63.2,52.5,,99,6,0.64,0,0,17,,,,,,,0,5389,131,133,114,172,69
Bailey Laurie,CD_I1012826,MEL,152800,FWD/MID,FWD,1.5,28.3,22,CD_I1012826,6,3,4,5,1.8,1.5,0,0,0.3,11,0,,40,31.5,0.725,59,14,49,31.5,,75,3,0.63,0,0,6,0,0,,73,58,0.65,0,4851,206,208,114,203,138
Ben Hobbs,CD_I1017088,ESS,262700,FWD,FWD,0.3,48.7,21,CD_I1017088,12,4,6.4,6.1,2.1,2.8,0,0,0.2,6,0,,58,48.8,0.539,59,55.8,27.7,48.8,,95,9,0.68,0,0,11,,,,,,,0,5383,150,153,114,106,197
Brady Hough,CD_I1023167,WCE,337100,DEF,DEF,0.3,62.5,21,CD_I1023167,23,,8.3,5.8,5,1.9,0,0,0,0,3,67,85,62.6,0.371,64.6,58.3,67.3,62.6,,108,18,0.59,2,0,20,0,0,,92,55,0.48,0,5385,114,118,115,129,94
Aidan Corr,CD_I294508,NTH,346700,DEF,DEF,0.1,64.3,30,CD_I294508,23,,8.3,4.3,4.5,1.4,0,0,0,0,15,80,91,64.3,0.324,64.3,67.7,61.3,64.3,,106,28,0.56,1,0,20,,,,,,,0,5392,103,107,116,93,118
Archie Perkins,CD_I1015873,ESS,348100,MID,MID,0.7,64.6,22,CD_I1015873,18,2,9.2,6.2,3.1,3.7,0,0,0.3,34,0,,65,64.6,0.404,70.8,80,49.2,64.6,,124,10,0.81,1,1,16,0,0,,72,39,0.45,0,5389,119,121,116,81,153
Jimmy Webster,CD_I290757,STK,332600,DEF,DEF,0.1,61.7,31,CD_I290757,15,1,8.6,4.7,4.6,2.5,0,0,0,0,3,67,77,61.7,0.253,64.2,62.4,61.4,61.7,,89,27,0.67,0,0,15,0,0,,76,31,0.34,0,5391,118,123,117,113,116
Mark O'Connor,CD_I1007102,GEE,304600,DEF/MID,DEF,0.3,56.5,28,CD_I1007102,13,2,6.7,5.2,3.8,3.1,0,0,0.2,10,1,100,67,56.5,0.442,63.9,60.8,42.3,56.5,,90,15,0.65,0,0,12,0,0,,74,44,0.5,0,5391,130,137,118,118,165
Will Graham,CD_I1026960,GCS,341700,MID,MID,0.1,63.4,19,CD_I1026960,17,2,5.4,7.5,1.8,4.8,0,0,0.5,41,0,,68,63.4,0.378,70.6,68.3,60.7,63.4,,95,2,0.75,0,0,14,14,0,,20,24,0.97,0,5390,123,127,118,108,132
Charlie Ballard,CD_I1008882,GCS,343900,DEF,DEF,0.2,63.8,25,CD_I1008882,23,,8,4.1,4.8,1.2,0,0,0,0,1,100,92,63.8,0.23,63.8,64.7,62.9,63.8,,97,29,0.55,0,0,22,0,0,,91,74,0.66,0,5390,105,109,119,102,109
Jeremy Sharp,CD_I1009380,FRE,376900,MID,MID,0.5,69.9,23,CD_I1009380,23,,12.5,5.7,5.7,1.1,0,0,0.4,0,0,,89,70,0.34,70,76.3,63,70,,126,14,0.64,2,1,20,0,0,,77,51,0.57,0,5384,104,105,119,88,124
Charlie Cameron,CD_I990609,BRL,314400,FWD,FWD,0.8,58.3,30,CD_I990609,27,,8.5,2.1,4,2.1,0,0,1.6,0,0,,82,58.7,0.286,58.7,62,55,58.3,61,100,30,0.56,1,0,25,4,0,,76,29,0.33,0,5393,99,100,119,78,112
Brandon Zerk-Thatcher,CD_I1004034,PTA,345300,DEF,DEF,0.3,64.1,26,CD_I1004034,26,1,7.4,3.6,5.2,1.5,0,0,0,0,0,,93,62.8,0.322,63.5,55.3,73.6,64.1,53,101,22,0.54,1,0,23,0,0,,94,58,0.53,0,5387,104,108,120,137,71
James Trezise,CD_I1031829,RIC,275000,DEF,DEF,0.1,51,22,CD_I1031829,7,1,7.7,6,3.9,1.3,0,0,0,0,4,75,72,56.7,0.363,63.5,69,54.7,56.7,,83,16,0.63,0,0,7,,,,,,,0,4850,146,136,120,87,130
