"","feed_id","first_name","last_name","team_ff","disposals","dreamteam","supercoach","8","9","10","kicks","handballs","marks","tackles","hitouts","frees_for","frees_against","goals","behinds","gametime","icon_1","desc_1","icon_2","desc_2","25","26","27","28","position","jersey","31","32","33","34","35","36","37","38","39","contested_possessions","clearances","clangers","disposal_effeciency","time_on_ground","metres_gained","bench_flag"
"297",297401,"Matt","Crouch","AD","2","29",23,"16","24","33","5","4","2","0","0","0","0","0","0"," Full Time","tog","Missed the first three quarters... %P and %M","shovel","Playing inside midfield","798000","","498000","","Midfielder","5","0","0","0","0.31","0.25","0.24","778000","","","3","0","0","77",15,"113","0"
"298",1008171,"Tyler","Brown","AD","1","21",16,"16","19","27","2","6","1","0","0","0","0","0","0"," Full Time","tog","Missed the first three quarters... %P with %b by hand","wing","Playing outside midfield","363100","","229200","","Midfielder","6","0","0","0","0.54","0.52","0.18","416000","","","3","0","0","75",21,"54","0"
"299",296347,"Josh","Kelly","WS","25","107",138,"131","89","127","14","22","2","4","0","4","2","0","1"," Full Time","hot","%P and %M plus %T... %s as well... helped out by %4FF","wing","Playing midfield","921200","","582300","","Midfielder","22","0","0","0","6.13","2.60","5.87","899000","","","17","6","7","75",79,"407","0"
"300",1001396,"Isaac","Cumming","WS","26","106",118,"133","88","114","14","11","9","2","0","1","0","1","0"," Full Time","hot","%O and %M plus %T... %s as well","guard","Playing at half back","822600","","521200","","Back","13","0","0","0","1.32","0.98","1.26","802000","","","3","0","2","96",76,"474","0"
"301",1009528,"Tom","Green","WS","19","95",130,"114","76","114","11","23","0","4","0","0","0","0","0"," Full Time","shovel","%D and %T... Rotating in midfield","","","770300","","534600","","Midfielder","12","0","0","0","15.96","17.11","13.71","752000","","","17","7","3","79",75,"334","0"
"302",1009253,"Lachlan","Ash","WS","19","92",129,"109","81","108","11","19","6","0","0","3","0","0","0"," Full Time","guard","%P and %M... aided by %4FF... Starting in defence","","","590900","","335300","","","7","0","0","0","0.43","0.53","0.33","576000","","","10","0","1","93",69,"351","1"
"303",1023266,"Finn","Callaghan","WS","20","88",111,"106","76","99","10","12","6","1","0","0","0","2","0"," Full Time","wing","%O and %M plus %s... Rotating in midfield","","","392200","","244000","","Midfielder","17","0","0","0","0.85","1.84","1.08","406000","","","4","1","1","90",66,"417","1"
"304",294305,"Lachie","Whitfield","WS","15","82",86,"104","69","99","11","14","5","3","0","0","2","0","0"," Full Time","guard","%D and %M with %T... Starting at half back","","","824100","","473800","","Midfielder","6","0","0","0","0.93","0.91","0.81","804000","","","2","0","4","84",81,"338","0"
"305",290675,"Daniel","Lloyd","WS","22","77",68,"102","56","72","7","2","4","7","0","0","0","2","0"," Full Time","wing","%D including %K... also %T and %M... and scored %s... Playing a HFF role","","","443200","","253800","","Midfielder","38","0","0","0","0.00","0.09","0.04","432000","","","2","1","2","77",69,"187","0"
"306",291969,"Stephen","Coniglio","WS","13","77",85,"96","58","84","11","13","0","4","0","2","0","0","0"," Full Time","sore","Right knee knock in a Ballard bump in Q2... %O and %T","wing","Playing midfield then rotating forward","893100","","557700","","Midfielder","3","0","0","0","35.79","20.95","34.14","871000","","","8","5","0","75",61,"387","1"
"307",1008123,"Jake","Riccardi","WS","17","73",81,"88","65","77","8","3","5","1","1","1","1","4","1"," Full Time","spearhead","%s from %P and %M... Starting forward on Graham","","","540100","","325600","","Forward","26","0","0","0","0.00","0.04","0.07","527000","","","3","0","3","72",72,"184","0"
"308",998205,"Harry","Perryman","WS","15","70",66,"94","49","69","7","6","3","7","0","0","0","0","0"," Full Time","guard","%O and %M plus %T... Starting in defence","","","785200","","520300","","Back","36","0","0","0","0.19","0.13","0.17","766000","","","2","1","1","76",68,"220","0"
"309",1004530,"Jacob","Wehr","WS","13","65",97,"85","49","66","10","6","2","4","0","4","1","0","0"," Full Time","wing","%P and %M plus %T... aided by %4FF... Starting on a wing","","","534700","","344100","","Back","10","0","0","0","0.04","0.06","0.08","522000","","","6","1","1","87",82,"229","0"
"310",296324,"Jesse","Hogan","WS","10","62",95,"75","52","65","10","4","3","0","1","1","0","2","1"," Full Time","spearhead","%s from %O and %M... Starting at FF on Ballard","","","691400","","463400","","Forward","23","0","0","0","0.19","0.09","0.06","675000","","","7","1","1","78",60,"153","0"
"311",993107,"Harrison","Himmelberg","WS","15","54",43,"65","49","57","5","2","4","1","2","1","1","3","1"," Full Time","vulture","%P including %K... also %M... and kicked %s","spearhead","Starting forward on Collins","726700","","499000","","","27","0","0","0","2.76","5.86","3.29","708000","","","2","1","1","71",81,"112","0"
"312",295344,"Toby","Greene","WS","10","48",41,"65","39","52","7","1","4","3","0","0","2","1","1"," Full Time","tog","Missed Q4... %s from %P and %M plus %T","wing","Starting forward on Long","675400","","421000","","Forward","4","0","0","0","2.17","2.79","1.96","659000","","","1","0","5","50",57,"205","1"
"313",1008083,"Connor","Idun","WS","7","47",74,"59","40","57","7","8","3","1","0","0","1","0","0"," Full Time","job","%M and %P... In defence on Jeffrey","","","502700","","345800","","Back","39","0","0","0","0.12","0.15","0.12","491000","","","6","0","1","86",71,"194","0"
"314",280109,"Callan","Ward","WS","9","45",44,"55","39","54","6","7","2","1","0","0","1","1","0"," Full Time","wing","%D and %M plus %s... Playing a forward role","","","730000","","469200","","Midfielder","8","0","0","0","0.12","0.08","0.08","712000","","","4","2","1","92",75,"194","0"
"315",1005247,"Sam","Taylor","WS","4","43",58,"59","34","45","7","1","5","2","0","0","1","0","0"," Full Time","job","%P including %K... also %M and %T... Standing King","","","613600","","501300","","Back","15","0","0","0","0.39","0.35","0.64","599000","","","4","0","1","75",82,"124","0"
"316",1015862,"Conor","Stone","WS","9","42",49,"51","37","45","5","4","4","0","0","1","0","1","0"," Full Time","pocket","%D and %M plus %s... Playing a forward role","","","228800","","123900","","Back","18","0","0","0","0.62","1.04","0.45","252000","","","3","0","1","88",69,"174","0"
"317",1006013,"James","Peatling","WS","8","40",50,"49","32","37","6","0","1","1","0","2","0","2","1"," Full Time","pocket","%s from %P... Starting dep forward","","","450900","","271600","","Forward","20","0","0","0","0.00","0.03","0.07","440000","","","4","1","1","66",69,"156","0"
"318",1017751,"Josh","Fahey","WS","3","37",35,"49","30","42","7","3","3","1","0","0","1","0","0"," Full Time","guard","%M and %D... Rotating in defence","","","191800","","123900","","Back","34","0","0","0","0.54","0.53","2.18","200000","","","3","1","3","80",67,"209","0"
"319",295265,"Nick","Haynes","WS","2","37",62,"44","31","45","6","8","1","0","0","0","0","0","0"," Full Time","guard","%O... Guarding space at half back","","","534500","","318700","","Back","19","0","0","0","0.27","0.82","0.64","522000","","","8","1","4","64",67,"211","1"
"320",1008691,"Leek","Aleer","WS","3","35",51,"45","27","36","2","5","2","3","0","1","0","0","0"," Full Time","job","%P including %B... also %T and %M... In defence on Chol","","","357700","","226800","","Back","21","0","0","0","0.04","0.16","0.39","358000","","","2","0","0","100",80,"57","0"
"321",1006135,"Xavier","O'Halloran","WS","2","34",38,"44","26","34","6","2","2","1","0","1","0","0","1"," Full Time","shovel","%P with %k by foot... also %M... and scored %s... Rotating in midfield","","","369600","","202100","","Midfielder","33","0","0","0","0.78","0.91","0.42","360000","","","3","0","2","75",64,"172","0"
"322",291509,"Adam","Kennedy","WS","3","34",34,"47","26","36","4","2","3","3","0","0","1","0","0"," Full Time","wing","%P and %M plus %T... Playing a pressure forward role","","","573000","","329400","","Back","40","0","0","0","0.19","0.04","0.06","559000","","","2","1","4","50",73,"151","0"
"323",992644,"Braydon","Preuss","WS","10","34",40,"42","42","57","2","5","2","2","24","1","7","0","0"," Full Time","ruck","%H... also %D and %T... gave away %F... First ruck","","","777100","","506000","","Ruck","11","0","0","0","0.50","0.47","0.84","758000","","","5","2","9","57",68,"92","0"
"324",993902,"Matthew","Flynn","WS","1","26",11,"31","22","27","2","2","1","1","9","0","0","0","0"," Full Time","tog","Missed the first three quarters... %D","ruck","In ruck","618100","","464300","","","30","0","0","0","0.16","0.08","0.19","603000","","","1","1","1","50",19,"35","0"
"325",1009260,"Sam","Flanders","GC","20","102",103,"62","85","118","17","13","7","2","0","1","2","0","1"," Full Time","hot","%s from %D and %M with %T","wing","Starting at half forward","402500","","256300","","Forward","3","0","0","0","1.90","4.07","0.70","508000","","","11","3","4","70",87,"251","0"
"326",295446,"Sam","Collins","GC","19","89",90,"66","70","90","13","4","10","3","0","0","0","0","0"," Full Time","job","%O including %K... also %M and %T... Playing key defender on Himmelberg","","","466700","","379100","","Back","25","0","0","0","0.27","0.16","0.21","455000","","","8","1","5","58",79,"290","1"
"327",996464,"Darcy","Macpherson","GC","14","81",84,"41","67","90","16","6","8","0","0","0","1","0","0"," Full Time","guard","%D including %K... also %M... Starting at half back","","","501600","","310400","","Forward","44","0","0","0","0.12","0.07","0.07","548000","","","7","1","2","68",85,"0","0"
"328",1009208,"Matthew","Rowell","GC","9","79",97,"40","60","84","15","9","2","2","0","2","0","0","0"," Full Time","shovel","%P and %M plus %T... Rotating in midfield","","","680900","","481800","","","18","0","0","0","2.06","1.50","2.41","664000","","","14","9","1","70",72,"303","0"
"329",1002242,"Charlie","Constable","GC","8","76",73,"37","54","75","16","3","3","3","0","1","0","0","0"," Full Time","guard","%O with %k by foot... also %M and %T... Starting at half back","","","191800","","123900","","Midfielder","33","0","0","0","20.92","17.85","2.07","332000","","","3","1","5","63",89,"424","0"
"330",1005992,"Joel","Jeffrey","GC","16","75",50,"57","59","72","10","1","6","3","0","1","0","2","0"," Full Time","spearhead","%O including %K... also %M and %T... and scored %s... In attack on Idun","","","403800","","301300","","Back","40","0","0","0","0.16","0.12","0.09","418000","","","3","0","2","63",76,"214","0"
"331",291975,"Jarrod","Witts","GC","16","71",101,"57","65","77","6","7","2","1","23","3","1","1","0"," Full Time","ruck","%H... also %D and %M... and booted %s... helped out by %4FF... First ruck","","","821100","","605100","","Ruck","28","0","0","0","7.49","10.46","5.65","801000","","","10","6","3","69",65,"136","0"
"332",1012862,"Elijah","Hollands","GC","8","69",48,"31","54","73","15","3","5","1","0","1","1","0","1"," Full Time","wing","%s from %D and %M... Rotating in midfield","","","531600","","318000","","Forward","36","0","0","0","1.55","1.21","1.19","551000","","","6","3","5","50",91,"309","0"
"333",993917,"Ben","Long","GC","12","67",87,"33","53","69","14","2","6","1","0","2","1","0","0"," Full Time","guard","%O with %k by foot... also %M... Minding Greene","","","526000","","353900","","Back","22","0","0","0","0.78","0.57","1.11","513000","","","5","1","2","93",86,"377","0"
"334",998130,"Ben","Ainsworth","GC","15","67",64,"55","55","72","8","5","6","3","0","0","1","1","0"," Full Time","wing","%P and %M plus %T... %s as well... Starting forward","","","689500","","415400","","Midfielder","9","0","0","0","0.12","0.13","0.17","673000","","","4","0","4","84",70,"181","1"
"335",993799,"Brayden","Fiorini","GC","11","61",44,"50","50","66","7","6","4","3","0","1","1","1","0"," Full Time","tog","Missed the first half... %D and %M with %T... %s as well","wing","Playing midfield","651500","","360400","","Midfielder","8","0","0","0","0.19","0.12","0.18","636000","","","5","1","1","84",50,"0","0"
"336",1004095,"Jack","Lukosius","GC","11","59",49,"43","46","60","9","1","5","3","0","0","1","1","0"," Full Time","wing","%s from %D and %M with %T... Starting on a wing","","","579600","","360400","","Forward","13","0","0","0","0.70","0.32","0.58","565000","","","2","0","4","60",89,"329","0"
"337",1013268,"Alex","Davies","GC","13","59",75,"43","48","66","7","10","1","2","0","1","0","1","0"," Full Time","shovel","%P and %T plus %s... Rotating between midfield and attack","","","397600","","263200","","Midfielder","5","0","0","0","0.78","0.55","0.88","388000","","","10","6","1","76",73,"0","0"
"338",290832,"David","Swallow","GC","4","58",49,"36","42","58","10","4","2","3","0","1","0","0","1"," Full Time","wing","%P including %K... also %T and %M... and scored %s... Mostly starting forward with stints in midfield","","","735300","","474500","","Midfielder","24","0","0","0","0.16","0.07","0.16","717000","","","5","3","1","57",70,"201","0"
"339",1008882,"Charlie","Ballard","GC","8","57",81,"31","48","63","11","3","7","0","0","0","1","0","0"," Full Time","mrp","A bump on Coniglio in Q2 will be assessed... %D including %K... also %M","job","In defence on Hogan","503300","","357000","","Midfielder","10","0","0","0","0.04","0.06","0.07","491000","","","8","0","1","78",87,"38","1"
"340",1006087,"Caleb","Graham","GC","7","53",49,"38","43","51","8","1","7","1","0","2","0","0","0"," Full Time","job","%D with %k by foot... also %M... In defence on Riccardi","","","343100","","321500","","Back","46","0","0","0","0.16","0.02","0.09","335000","","","2","0","3","66",71,"173","0"
"341",1009199,"Noah","Anderson","GC","7","50",71,"22","43","63","11","6","3","1","0","1","3","0","0"," Full Time","shovel","%P and %M... not helped by %F... Starting in midfield","","","891800","","552900","","Midfielder","15","0","0","0","2.80","3.10","2.26","870000","","","7","5","5","76",64,"371","1"
"342",999715,"Jy","Farrar","GC","4","43",52,"29","36","51","7","5","3","2","0","1","2","0","0"," Full Time","guard","%O and %M plus %T... Starting at half back","","","466200","","333100","","Midfielder","50","0","0","0","0.12","0.05","0.05","455000","","","5","0","3","83",78,"119","0"
"343",1006100,"Thomas","Berry","GC","9","36",40,"30","36","48","4","5","4","1","0","1","3","1","0"," Full Time","pocket","%P and %M plus %s... conceded %F... Playing a forward role","","","270100","","123900","","","16","0","0","0","2.48","8.38","3.42","286000","","","2","2","3","100",66,"0","0"
"344",281124,"Levi","Casboult","GC","9","35",45,"28","32","38","3","3","2","0","8","0","0","1","0"," Full Time","spearhead","%s from %P and %M... Up forward","","","399400","","270600","","Forward","30","0","0","0","0.31","0.43","0.36","390000","","","3","1","1","66",66,"0","0"
"345",994077,"Mabior","Chol","GC","9","35",26,"24","32","39","5","1","2","1","6","2","2","1","0"," Full Time","spearhead","%P including %K... also %M... and booted %s... Playing a forward/ruck role on Aleer","","","487300","","373600","","Back","1","0","0","0","0.19","0.37","0.66","476000","","","6","0","4","50",80,"120","0"
"346",1006144,"Ben","King","GC","7","26",29,"20","23","27","3","1","3","0","0","0","0","1","0"," Full Time","tog","First goal... missed the second half... %s from %D and %M","spearhead","In attack on Taylor","277300","","176300","","Forward","34","0","0","0","10.36","28.43","4.42","316000","","","0","0","0","75",42,"123","1"
"347",297456,"Nick","Holman","GC","3","25",42,"17","25","39","4","6","2","1","0","0","3","0","0"," Full Time","wing","%D and %M... gave away %F... Starting forward","","","525200","","348200","","Midfielder","7","0","0","0","0.23","0.07","0.02","513000","","","5","0","4","70",81,"75","0"
"348",296280,"James","Tsitas","GC","6","15",11,"10","13","15","2","0","1","0","0","0","0","1","0"," Full Time","tog","Missed the first three quarters... %P and %s","wing","Rotating in midfield","191800","","123900","","Midfielder","21","0","0","0","18.48","11.29","31.94","200000","","","0","0","0","100",22,"0","0"
"349",1017665,"Bodhi","Uwland","GC","0","14",6,"14","11","15","1","2","1","1","0","0","0","0","0"," Full Time","tog","Missed the first three quarters... %D","guard","Rotating in defence","191800","","123900","","Midfielder","32","0","0","0","0.70","1.00","1.06","200000","","","1","0","1","66",24,"0","0"
"350",294643,"Alex","Sexton","GC","0","4",2,"6","2","3","0","0","0","1","0","0","0","0","0"," Full Time","tog","Missed the first half","pocket","Playing a FP role","326800","","214400","","Midfielder","6","0","0","0","0.08","0.18","0.08","421000","","","0","0","0","0",35,"0","0"
"351",290799,"Tom","Liberatore","WB","40","142",158,"179","110","150","16","17","5","8","0","1","0","2","0"," Full Time","hot","Dominated in Q2... %D and %M with %T... %s as well","shovel","Playing central midfield","822000","","576900","","Midfielder","21","0","0","0","0.31","0.72","0.43","801000","","","13","8","2","75",85,"355","0"
"352",295467,"Jack","Macrae","WB","21","121",118,"155","95","129","22","11","8","2","0","1","0","0","0"," Full Time","hot","%O and %M plus %T","shovel","Playing midfield","938300","","634400","","Midfielder","11","0","0","0","27.25","17.80","18.30","916000","","","5","3","3","78",78,"607","0"
"353",996708,"Bailey","Dale","WB","20","108",124,"138","86","117","22","9","8","0","0","0","0","0","0"," Full Time","hot","%P with %k by foot... also %M","guard","In defence","817000","","561100","","Midfielder","31","0","0","0","1.20","2.56","0.94","797000","","","7","1","3","83",82,"670","0"
"354",297373,"Marcus","Bontempelli","WB","21","106",145,"132","83","111","17","10","3","3","0","2","0","2","0"," Full Time","hot","%O and %M plus %T... %s as well","shovel","Leading the inside midfield","913000","","639500","","Midfielder","4","0","0","0","9.55","23.74","7.88","891000","","","13","10","4","81",81,"615","0"
"355",1006130,"Bailey","Smith","WB","16","105",118,"134","80","109","21","9","4","2","0","3","0","0","1"," Full Time","hot","%P and %M plus %T... %s as well... umps paid him %4FF","wing","Playing midfield","958300","","542700","","Back","6","0","0","0","6.41","3.17","6.03","935000","","","18","5","1","63",82,"495","0"
"356",1002404,"Aaron","Naughton","WB","29","102",113,"129","80","99","10","4","5","6","0","1","0","4","0"," Full Time","target","%O including %K... also %T and %M... and kicked %s","spearhead","Starting deep forward on McKay","641100","","436800","","Back","33","0","0","0","0.23","0.54","0.55","625000","","","4","2","2","71",80,"286","1"
"357",291790,"Adam","Treloar","WB","21","94",103,"114","80","111","12","17","4","2","0","1","1","1","0"," Full Time","wing","%D and %M with %T... %s as well... Playing midfield","","","874900","","530600","","Midfielder","1","0","0","0","0.39","0.28","0.63","854000","","","9","4","2","65",83,"174","0"
"358",1004592,"Tim","English","WB","25","93",75,"118","82","106","7","10","8","5","16","1","3","0","0"," Full Time","ruck","%H... also %D and %T... conceded %F... First ruck","","","924100","","581000","","Ruck","44","0","0","0","29.27","29.09","32.28","901000","","","5","2","6","82",83,"202","0"
"359",1008855,"Oskar","Baker","WB","20","92",111,"116","78","98","16","6","8","0","0","3","1","1","2"," Full Time","wing","First goal... %D including %K... also %M... and kicked %s... aided by %4FF... Rotating in midfield","","","191800","","123900","","Back","13","0","0","0","8.11","10.56","0.07","452000","","","4","0","2","77",85,"440","0"
"360",281078,"Liam","Jones","WB","18","88",101,"116","71","90","17","2","11","0","0","0","0","0","0"," Full Time","job","%D with %k by foot... also %M... At FB on Comben","","","282100","","228100","","Forward","19","0","0","0","7.69","8.50","3.53","321000","","","4","0","2","68",92,"372","0"
"361",1009301,"Jamarra","Ugle-Hagan","WB","21","85",84,"106","73","89","10","4","7","2","0","1","1","3","2"," Full Time","spearhead","%s from %P and %M plus %T... Up forward on Logue","","","430300","","261300","","Forward","2","0","0","0","0.47","1.28","0.99","420000","","","6","0","4","64",76,"259","0"
"362",290797,"Alex","Keath","WB","14","76",77,"100","63","81","11","5","9","2","0","1","1","0","0"," Full Time","concussed","Head clash in Q2 saw him come off... %D and %M with %T","job","In defence on Larkey","460400","","310300","","Back","42","0","0","0","0.04","0.11","0.07","449000","","","5","0","3","81",88,"169","0"
"363",992048,"Anthony","Scott","WB","19","73",106,"87","64","82","11","7","3","0","0","1","1","3","1"," Full Time","wing","%s from %P and %M... Playing an outside game","","","452600","","302000","","Forward","28","0","0","0","0.08","0.07","0.07","442000","","","9","4","3","83",82,"269","0"
"364",1017126,"Sam","Darcy","WB","12","72",71,"91","58","70","8","3","5","3","0","2","0","2","1"," Full Time","spearhead","%O with %k by foot... also %M and %T... and scored %s... Playing a tall forward role","","","396100","","243700","","Ruck","10","0","0","0","8.31","6.55","2.45","436000","","","7","1","2","63",71,"245","0"
"365",293651,"Hayden","Crozier","WB","9","64",79,"84","50","63","10","3","6","2","0","2","0","0","0"," Full Time","injured","Finger injury in Q3 saw him taken off... %D including %K... also %M and %T","guard","Starting on a HBF","364600","","218500","","Back","9","0","0","0","0.50","0.47","0.09","494000","","","5","0","0","92",53,"280","1"
"366",295136,"Caleb","Daniel","WB","8","64",72,"83","50","69","12","6","3","2","0","2","1","0","0"," Full Time","guard","%O and %M plus %T... Starting on a HBF","","","786800","","495200","","Midfielder","35","0","0","0","1.01","1.54","0.89","768000","","","4","1","2","94",82,"267","0"
"367",291492,"Josh","Bruce","WB","8","58",61,"74","51","69","9","8","5","1","0","2","2","0","0"," Full Time","job","%O and %M... Playing in defence","","","229500","","161200","","Forward","17","0","0","0","7.18","12.52","0.30","473000","","","6","0","4","76",87,"78","0"
"368",992351,"Bailey","Williams","WB","8","55",56,"72","44","57","9","3","6","1","0","0","0","0","0"," Full Time","wing","%D including %K... also %M... Playing an outside game","","","521300","","317000","","Back","34","0","0","0","1.05","0.96","0.44","508000","","","2","0","2","83",82,"244","0"
"369",996483,"Toby","McLean","WB","8","54",45,"68","47","64","7","8","5","1","0","0","1","0","1"," Full Time","wing","%s from %D and %M... Rotating between a wing and forward","","","293500","","178900","","Forward","16","0","0","0","52.37","55.06","30.96","401000","","","7","1","2","73",85,"51","0"
"370",1020586,"Arthur","Jones","WB","10","50",68,"61","41","52","5","4","2","2","0","0","0","2","1"," Full Time","wing","%O and %M plus %T... %s as well... Starting on a HFF","","","191800","","123900","","Midfielder","32","0","0","0","0.04","0.09","0.36","200000","","","3","0","1","77",84,"138","0"
"371",990740,"Rory","Lobb","WB","8","40",59,"50","35","47","7","2","1","1","8","0","2","1","0"," Full Time","spearhead","%s from %P... Playing a forward/ruck role","","","603000","","455200","","Forward","7","0","0","0","0.47","0.44","0.54","588000","","","5","2","4","44",92,"250","0"
"372",1006127,"Rhylee","West","WB","8","28",18,"36","27","36","3","3","3","1","0","0","2","1","0"," Full Time","tog","Didn't play in Q1... %s from %P and %M","wing","Starting at half forward","534200","","363800","","Forward","14","0","0","0","0.12","0.13","0.11","521000","","","2","0","3","83",59,"125","0"
"373",1008280,"Ed","Richards","WB","1","18",26,"25","16","21","4","0","3","0","0","0","1","0","0"," Full Time","injured","Copped a cork in Q1 and taken off... %M and %P","guard","Dashing off half back","664400","","460400","","Back","20","0","0","0","1.51","1.03","1.61","648000","","","1","0","1","100",22,"73","1"
"374",290085,"Taylor","Duryea","WB","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0"," Full Time","injured","Contact to the neck in Q1 saw him go off and put in a brace","guard","Playing a half back role","513700","","311500","","Back","15","0","0","0","0.12","0.07","0.08","501000","","","0","0","0","0",4,"0","1"
"375",993998,"Jy","Simpkin","NM","31","115",111,"87","95","130","14","17","6","4","0","1","1","1","1"," Full Time","hot","%s from %O and %M plus %T","shovel","Playing midfield","867200","","500200","","Forward","12","0","0","0","0.97","1.29","1.56","846000","","","9","2","2","80",82,"509","0"
"376",296355,"Luke","McDonald","NM","19","96",103,"58","76","102","16","10","6","2","0","2","0","0","0"," Full Time","guard","%D and %M with %T... Starting at half back","","","705200","","487300","","Back","11","0","0","0","0.47","0.48","0.40","688000","","","9","0","3","80",88,"453","0"
"377",1011659,"Tom","Powell","NM","20","80",85,"54","60","81","12","5","2","4","0","0","0","2","0"," Full Time","shovel","%D including %K... also %T and %M... and booted %s... In midfield","","","504800","","308000","","Midfielder","24","0","0","0","0.58","0.71","0.90","492000","","","4","2","2","82",75,"466","0"
"378",1023518,"Harry","Sheezel","NM","15","75",72,"43","64","88","13","8","5","1","0","0","2","1","1"," Full Time","switch","%P and %M plus %s... Starting at half forward but moved to half back","","","289400","","198300","","","3","0","0","0","15.72","15.03","25.10","296000","","","3","1","2","81",87,"313","1"
"379",1002267,"Luke","Davies-Uniacke","NM","15","69",55,"50","58","78","9","9","4","2","0","1","1","1","0"," Full Time","shovel","%D and %M with %T... %s as well... Playing central midfield","","","844300","","557400","","Midfielder","9","0","0","0","7.49","7.94","7.34","824000","","","9","6","6","72",90,"254","0"
"380",280921,"Ben","Cunnington","NM","13","69",79,"45","62","90","9","18","3","0","0","0","1","0","0"," Full Time","shovel","%O and %M... Playing inside midfield","","","630400","","419000","","Midfielder","10","0","0","0","11.02","9.97","3.85","668000","","","16","9","4","74",80,"266","0"
"381",997933,"Griffin","Logue","NM","13","63",44,"51","53","73","8","7","6","3","1","0","2","0","0"," Full Time","job","%D and %M with %T... In defence on Ugle-Hagan","","","527000","","410200","","Back","19","0","0","0","0.93","0.80","1.24","514000","","","2","0","9","66",89,"165","0"
"382",1002947,"Paul","Curtis","NM","10","59",80,"34","51","65","10","4","5","0","0","1","1","1","2"," Full Time","sore","Heavy contact in Q1 but played on... %s from %O and %M","pocket","Playing a pressure forward role","466600","","296600","","Forward","25","0","0","0","0.16","0.33","0.24","455000","","","6","0","1","50",79,"339","0"
"383",280944,"Jack","Ziebell","NM","8","58",86,"27","41","60","13","2","2","3","0","0","1","0","0"," Full Time","guard","%P with %k by foot... also %T and %M... Starting at half back","","","550900","","356400","","Midfielder","7","0","0","0","0.74","0.81","0.41","537000","","","2","0","1","80",80,"422","0"
"384",1012829,"Will","Phillips","NM","7","56",48,"22","41","61","13","4","1","2","0","0","1","0","1"," Full Time","shovel","%D including %K... also %T... and kicked %s... Rotating in midfield","","","237300","","158300","","Midfielder","29","0","0","0","48.18","49.11","38.27","270000","","","6","4","4","35",78,"465","0"
"385",1002240,"Jaidyn","Stephenson","NM","10","55",21,"35","44","55","9","1","5","1","0","0","0","1","1"," Full Time","tog","Didn't play to HT... %D with %k by foot... also %M... and scored %s","wing","Playing up forward","647400","","377500","","Midfielder","2","0","0","0","0.31","0.19","0.21","631000","","","1","0","3","30",40,"256","0"
"386",1011771,"Flynn","Perez","NM","3","50",38,"27","36","51","10","3","1","3","0","2","1","0","0"," Full Time","guard","%D including %K... also %T... Rotating at half back","","","469000","","265400","","Midfielder","39","0","0","0","0.08","0.48","0.27","458000","","","4","0","4","46",83,"356","0"
"387",280737,"Liam","Shiels","NM","9","50",49,"42","36","51","6","5","2","4","0","0","0","0","0"," Full Time","wing","%D and %M with %T... Rotating in midfield","","","587300","","313800","","Midfielder","14","0","0","0","0.43","0.62","0.74","573000","","","5","2","3","72",79,"152","0"
"388",1002143,"Ben","McKay","NM","5","48",66,"41","39","51","5","6","4","2","0","1","0","0","0"," Full Time","concussed","Copped a knee to the head in Q2... %P and %M plus %T","job","In defence on Naughton","394600","","313100","","Back","23","0","0","0","0.12","0.34","0.63","385000","","","5","0","1","81",94,"141","0"
"389",271129,"Todd","Goldstein","NM","13","48",50,"45","44","52","2","5","1","1","19","0","0","1","0"," Full Time","tog","Directly rotating with Xerri... %H with %D... also %s","ruck","Rotating with Xerri in the ruck","649900","","513300","","Ruck","22","0","0","0","0.39","0.57","0.71","634000","","","3","1","1","71",42,"48","0"
"390",1006058,"Bailey","Scott","NM","4","47",29,"38","35","48","6","4","3","3","0","0","0","0","0"," Full Time","wing","%D and %M with %T... Playing a wing role","","","627200","","385100","","Midfielder","8","0","0","0","0.70","0.53","0.31","612000","","","1","1","2","70",89,"275","0"
"391",1001017,"Nick","Larkey","NM","14","45",69,"30","43","51","6","2","3","0","0","2","2","3","0"," Full Time","spearhead","%O including %K... also %M... and booted %s... Starting forward on Keath","","","461600","","318500","","Back","20","0","0","0","0.43","0.52","0.50","451000","","","3","0","2","87",86,"160","1"
"392",1017118,"Josh","Goater","NM","9","44",46,"24","38","51","8","4","2","1","0","2","2","1","0"," Full Time","guard","%O and %M plus %s... Rotating in defence","","","301400","","192700","","Midfielder","31","0","0","0","19.25","24.01","1.08","537000","","","5","0","6","58",81,"237","0"
"393",1004965,"Tristan","Xerri","NM","13","43",52,"42","42","49","1","6","0","1","25","2","1","0","0"," Full Time","ruck","%H with %D... Rotating with Goldstein in the ruck","","","602200","","393200","","Ruck","38","0","0","0","0.19","0.51","0.63","587000","","","6","4","1","71",58,"29","0"
"394",992499,"Kayne","Turner","NM","9","43",42,"38","37","48","4","5","3","2","0","1","1","1","0"," Full Time","pocket","%s from %O and %M plus %T... Playing a small forward role","","","428900","","264300","","Forward","28","0","0","0","0.23","0.15","0.06","419000","","","4","2","2","66",80,"205","0"
"395",1004894,"Aiden","Bonar","NM","3","30",44,"14","26","37","6","4","2","0","1","0","1","0","0"," Full Time","guard","%D and %M... Playing as an undersized defender","","","273200","","203700","","Midfielder","16","0","0","0","0.78","0.56","1.42","267000","","","3","0","1","80",79,"248","1"
