"Pos","Pos2","Player","Club","Relative Value","RV_info","vs. Next Pick","VNP_info","WaiverStr","WS_info","max_ws","Av.24","Projected","ADP","Risk","DPP","ID_AFLFAN","Coach_name","position.field","pick","Coach_pick","Role.24","Gm.24","Age","Notes"
"Mid","","Thomson Dow","RIC","-22.5","No DPP   No Inj Adjustment.","","","17.6","","-2","51.6","52","418","Medium","No","1009226","","","","","In.mid","17","23",""
"Fwd","","Rhylee West","WBD","-1.9","No DPP   No Inj Adjustment.","","","17.3","","-1.7","59.6","56.2","419","Medium","No","1006127","","","","","Gen Fwd","21","24",""
"Mid","","Lachlan Sullivan","COL","-27.6","No DPP   No Inj Adjustment.","","","20.3","","-4.7","46.5","45.5","420","High","No","998480","","","","","Gen Fwd","10","27",""
"Mid","","Cam Mackenzie","HAW","-15.9","No DPP   No Inj Adjustment.","","","13.9","","1.7","58.2","54.3","421","Low","No","1023482","","","","","Gen Fwd","20","21","Role: Mid/forward. Potential 3rd year breakout. Good scorer. Punt."
"Def","","Buku Khamis","WBD","-20.8","No DPP   No Inj Adjustment.","","","22.4","","-6.8","43.7","41.9","422","High","No","998782","","","","","Def","17","24",""
"Fwd","","Michael Frederick","FRE","-12.4","No DPP   No Inj Adjustment.","","","28.1","","-12.5","49.1","52.9","423","Low","No","999321","","","","","Gen Fwd","20","24",""
"Fwd","","Rhyan Mansell","RIC","-6.7","No DPP   No Inj Adjustment.","","","22","","-6.4","54.8","51.5","424","Medium","No","1008478","","","","","Gen Fwd","21","24","Likely to get more opportunity in 2025."
"Mid","","Edward Allan","COL","-18.1","No DPP   No Inj Adjustment.","","","15.1","","0.5","56","30.3","425","High","No","1022915","","","","","Gen Fwd","2","20","Role: May receive some midfield time."
"Def","","Jy Farrar","GCS","","No DPP   No Inj Adjustment.","","","","","","","47.7","426","Medium","No","999715","","","","","","","28",""
"Fwd","","Quinton Narkle","FRE","-25.6","No DPP   No Inj Adjustment.","","","41.6","","-26","35.9","34.7","427","High","No","999824","","","","","Gen Fwd","13","27","Interrupted pre-season: foot."
"Def","","Brady Hough","WCE","-6","No DPP   No Inj Adjustment.","","","11.6","","4","58.5","64.5","428","Low","No","1023167","","","","","Def","23","21",""
"Def","","James Leake","GWS","","No DPP   No Inj Adjustment.","","","","","","","0","429","High","No","1032119","","","","","","","19",""
"Fwd","","Callum Coleman-Jones","NTH","-18.5","No DPP   No Inj Adjustment.","","","49.3","","-33.7","26","43.5","430","High","No","1000061","","","","","Key Fwd","3","25","Injury: Achillies, available May - June."
"Fwd","","Chris Burgess","ADE","-15.6","No DPP   No Inj Adjustment.","","","31.5","","-15.9","45.9","45.5","431","High","No","1000068","","","","","Key Fwd","7","29",""
"Fwd","","Mitch Lewis","HAW","-13.1","No DPP   No Inj Adjustment.","","","33.7","","-18.1","43.8","60.6","432","High","No","1000887","","","","","Key Fwd","4","26","Injury: ACL in 2024."
"Def","","Isaac Quaynor","COL","-11.3","No DPP   No Inj Adjustment.","","","15.3","","0.3","53.2","61.9","433","Low","No","1008089","","","","","Def","23","25",""
"Def","","Tom Doedee","BRL","","No DPP   No Inj Adjustment.","","","","","","","54.9","434","High","No","1000932","","","","","","","27","Injury: ACL in 2024"
"Def","","Connor Budarick","GCS","-3.3","No DPP   No Inj Adjustment.","","","9.9","","5.7","61.2","64.6","435","High","No","1008454","","","","","Def","8","23",""
"Def","","Jack Henry","GEE","-10.9","No DPP   No Inj Adjustment.","","","15","","0.6","53.6","59.1","436","Low","No","1000937","","","","","Def","25","26",""
"Mid","Fwd","Jack Carroll","STK","-21.4","Mid: -34  Fwd: -21.4  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","23.5","Mid: 23.5  Fwd: 37.6","-7.9","40.1","40.7","437","Medium","Yes","1013233","","","","","Gen Fwd","15","22",""
"Mid","","Billy Dowling","ADE","-6","No DPP   No Inj Adjustment.","","","8.7","","6.9","68.1","75.6","438","Medium","No","1015329","","","","","Out.mid","9","20","Punt. Good scoring when given mid time in 2024."
"Mid","","Xavier Lindsay","MEL","","No DPP   No Inj Adjustment.","","","","","","","0","439","High","No","1028531","","","","","","","18","Interrupted pre-season."
"Fwd","","Shannon Neale","GEE","-6","No DPP   No Inj Adjustment.","","","21.3","","-5.7","55.5","52.5","440","Medium","No","1016433","","","","","Key Fwd","15","22",""
"Def","","Charlie Comben","NTH","-3.9","No DPP   No Inj Adjustment.","","","10.3","","5.3","60.6","62.5","441","High","No","1015781","","","","","Def","19","23","Role: Defender."
"Def","","Luke Trainor","RIC","","No DPP   No Inj Adjustment.","","","","","","","0","442","High","No","1028521","","","","","","","18",""
"Def","","Lachlan Cowan","CAR","-8.9","No DPP   No Inj Adjustment.","","","13.6","","2","55.6","58.4","443","Medium","No","1021353","","","","","Def","17","20",""
"Fwd","","Ashton Moir","CAR","-33.5","No DPP   No Inj Adjustment.","","","48","","-32.4","28","30.5","444","High","No","1020097","","","","","","2","19",""
"Fwd","","Jacob van Rooyen","MEL","-4.4","No DPP   No Inj Adjustment.","","","19.7","","-4.1","57.1","60.6","445","Low","No","1017720","","","","","Key Fwd","21","21",""
"Def","","Josh Worrell","ADE","4.2","No DPP   No Inj Adjustment.","","","5.9","","9.7","68.7","66.4","446","Medium","No","1011981","","","","","Def","13","23",""
"Mid","","Lucas Camporeale","CAR","","No DPP   No Inj Adjustment.","","","","","","","0","447","High","No","1022452","","","","","","","18",""
"Mid","","Braeden Campbell","SYD","-26.8","No DPP   No Inj Adjustment.","","","19.9","","-4.3","47.3","60.2","448","Low","No","1013133","","","","","Gen Fwd","23","22",""
"Fwd","","Paul Curtis","NTH","-5.2","No DPP   No Inj Adjustment.","","","20.5","","-4.9","56.3","55.2","449","Low","No","1002947","","","","","Gen Fwd","23","21",""
"Fwd","","Oliver Henry","GEE","-14","No DPP   No Inj Adjustment.","","","29.8","","-14.2","47.5","52.9","450","Low","No","1012860","","","","","Gen Fwd","23","22",""
"Mid","","Alex Davies","GCS","-8","No DPP   No Inj Adjustment.","","","9.7","","5.9","66.1","54.5","451","High","No","1013268","","","","","In.mid","7","22",""
"Mid","Fwd","Taj Hotton","RIC","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","452","High","Yes","1032106","","","","","","","18","Injury: ACL in 2024"
"Mid","Fwd","Jackson Mead","PTA","-4.3","Mid: -16.9  Fwd: -4.3  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","14.4","Mid: 14.4  Fwd: 19.6","1.2","57.2","55.6","453","Medium","Yes","1005326","","","","","Gen Fwd","26","23",""
"Mid","Fwd","Xavier O'Halloran","GWS","-14.9","Mid: -27.5  Fwd: -14.9  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","20.3","Mid: 20.3  Fwd: 30.8","-4.7","46.6","48.2","454","Medium","Yes","1006135","","","","","Gen Fwd","19","24",""
"Fwd","","Seth Campbell","RIC","-11.8","No DPP   No Inj Adjustment.","","","27.4","","-11.8","49.7","52","455","Medium","No","1023275","","","","","Gen Fwd","21","20","Role: 4th string midfielder, mid time increase in 2025."
"Mid","","Caleb Poulter","WBD","-11.4","No DPP   No Inj Adjustment.","","","11.4","","4.2","62.7","61.8","456","High","No","1011589","","","","","Gen Fwd","7","22",""
"Ruck","","Harry Barnett","WCE","-57.2","No DPP   No Inj Adjustment.","","","0.7","","14.9","29","19.4","457","Medium","No","1020057","","","","","","1","21",""
"Ruck","","Max Knobel","GCS","","No DPP   No Inj Adjustment.","","","","","","","0","458","Medium","No","1027701","","","","","","","20",""
"Def","Mid","Mark O'Connor","GEE","-9.7","Def: -9.7  Mid: -19.3  No Inj Adjustment.","","Def: Inf  Mid: Inf","14.2","Mid: 15.8  Def: 14.2","1.4","54.8","58.8","459","Medium","Yes","1007102","","","","","Def","13","28",""
"Def","","Noah Answerth","BRL","-7.2","No DPP   No Inj Adjustment.","","","12.4","","3.2","57.3","59.4","460","High","No","1005053","","","","","Def","16","25",""
"Ruck","","Nicholas Madden","GWS","","No DPP   No Inj Adjustment.","","","","","","","0","461","Medium","No","1023743","","","","","","","20",""
"Def","","Dylan Williams","PTA","-24.5","No DPP   No Inj Adjustment.","","","25","","-9.4","40","52.3","462","Medium","No","1009195","","","","","Def","5","23",""
"Mid","Fwd","Finn Maginness","HAW","-8.5","Mid: -21.1  Fwd: -8.5  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","16.8","Mid: 16.8  Fwd: 23.9","-1.2","53","55","463","High","Yes","1009421","","","","","Gen Fwd","13","23",""
"Mid","","Hugo Ralphsmith","RIC","-20.4","No DPP   No Inj Adjustment.","","","16.4","","-0.8","53.7","54.6","464","Medium","No","1011985","","","","","Def","18","23",""
"Mid","","Oskar Baker","WBD","-17.8","No DPP   No Inj Adjustment.","","","14.9","","0.7","56.3","52.5","465","Medium","No","1008855","","","","","Out.mid","6","26",""
"Mid","Fwd","Ryan Maric","WCE","-20.5","Mid: -33.1  Fwd: -20.5  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","23","Mid: 23.0  Fwd: 36.7","-7.4","41","47.8","466","Medium","Yes","1029416","","","","","Gen Fwd","19","20","Role: Defender."
"Def","","Brodie Kemp","CAR","0.3","No DPP   No Inj Adjustment.","","","7.8","","7.8","64.8","69.5","467","Medium","No","1009241","","","","","Def","21","23",""
"Def","","James Trezise","RIC","-13.8","No DPP   No Inj Adjustment.","","","17.2","","-1.6","50.7","57.8","468","High","No","1031829","","","","","Def","7","22",""
"Mid","Fwd","Hugo Garcia","STK","-22.7","Mid: -35.3  Fwd: -22.7  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","24","Mid: 24.0  Fwd: 38.9","-8.4","38.8","46.1","469","High","Yes","1027790","","","","","Gen Fwd","9","19","Role: Likely to get mid time with injuries. Punt."
"Ruck","","Logan Smith","GWS","","No DPP   No Inj Adjustment.","","","","","","","0","470","High","No","1032161","","","","","","","18",""
"Ruck","","Iliro Smit","COL","","No DPP   No Inj Adjustment.","","","","","","","0","471","High","No","1027834","","","","","","","19",""
"Mid","","Jhye Clark","GEE","-26.8","No DPP   No Inj Adjustment.","","","19.9","","-4.3","47.3","44.7","472","Medium","No","1023537","","","","","Out.mid","15","20",""
"Ruck","","Kayle Gerreyn","ESS","","No DPP   No Inj Adjustment.","","","","","","","0","473","High","No","1029159","","","","","","","18",""
"Fwd","","Hayden McLean","SYD","1.5","No DPP   No Inj Adjustment.","","","14.3","","1.3","63","59.1","474","Medium","No","1003203","","","","","Key Fwd","26","26","Interrupted pre-season: Groin, began training in Feb."
"Fwd","","Todd Marshall","PTA","","No DPP   No Inj Adjustment.","","","24.2","","-8.6","52.7","0","475","High","No","1004998","","","","","Key Fwd","19","26","Injury: Season, Achilles."
"Fwd","","Eddie Ford","NTH","-7.8","No DPP   No Inj Adjustment.","","","23.2","","-7.6","53.7","55.7","476","Low","No","1012833","","","","","Gen Fwd","18","22",""
"Fwd","","Bayley Fritsch","MEL","-11.4","No DPP   No Inj Adjustment.","","","27","","-11.4","50.1","54.6","477","Low","No","1001438","","","","","Gen Fwd","23","28",""
"Fwd","","Jack Hutchinson","WCE","-20.2","No DPP   No Inj Adjustment.","","","36.3","","-20.7","41.3","53.5","478","High","No","1036098","","","","","Gen Fwd","7","23","Role: Wing/forward, best 22. Punt."
"Fwd","","Jake Riccardi","GWS","-1.6","No DPP   No Inj Adjustment.","","","17.2","","-1.6","59.7","58.7","479","Low","No","1008123","","","","","Key Fwd","19","25","Suspended: Round 3 return."
"Mid","","Leonardo Lombard","GCS","","No DPP   No Inj Adjustment.","","","","","","","0","480","High","No","1029301","","","","","","","18",""
"Ruck","","Mitchell Edwards","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","481","High","No","1024304","","","","","","","19",""
"Mid","","Harry Sharp","MEL","-28.4","No DPP   No Inj Adjustment.","","","20.7","","-5.1","45.7","49.6","482","High","No","1007099","","","","","Gen Fwd","6","22",""
"Def","","Arie Schoenmaker","STK","-5.7","No DPP   No Inj Adjustment.","","","11.4","","4.2","58.8","63.5","483","Medium","No","1024279","","","","","Def","4","20","Role: Good VFL scorer, could score well off half back. Punt."
"Mid","Fwd","Deven Robertson","BRL","-34.5","Mid: -47.1  Fwd: -34.5  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","28.1","Mid: 28.1  Fwd: 48.7","-12.5","27","56.4","484","Medium","Yes","1009385","","","","","Def","2","23",""
"Mid","","Jaxon Binns","CAR","-25.4","No DPP   No Inj Adjustment.","","","19.2","","-3.6","48.7","71.6","485","High","No","1023533","","","","","Def","3","20",""
"Ruck","","Aiden Riddle","FRE","","No DPP   No Inj Adjustment.","","","","","","","0","486","High","No","1028228","","","","","","","19",""
"Ruck","","Joe Pike","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","487","High","No","1027854","","","","","","","19",""
"Mid","","Jacob Wehr","GWS","-19.8","No DPP   No Inj Adjustment.","","","16.1","","-0.5","54.3","52","488","High","No","1004530","","","","","Def","11","26",""
"Fwd","","Tom Fullarton","MEL","","No DPP   No Inj Adjustment.","","","","","","","41","489","High","No","1013532","","","","","","","25","Injury: Hamstring"
"Fwd","","Joe Richards","PTA","-10.6","No DPP   No Inj Adjustment.","","","26.1","","-10.5","50.9","55.7","490","High","No","1008239","","","","","Gen Fwd","9","25",""
"Mid","","Sam Banks","RIC","-30.4","No DPP   No Inj Adjustment.","","","21.8","","-6.2","43.7","46","491","Medium","No","1013197","","","","","Def","15","21","Role: Might get half back time with Rioli/Baker trades. Punt."
"Fwd","","Logan McDonald","SYD","-4.2","No DPP   No Inj Adjustment.","","","19.9","","-4.3","56.9","56","492","Medium","No","1013230","","","","","Key Fwd","26","22","Injury: Ankle."
"Fwd","","Liam Ryan","WCE","-3.1","No DPP   No Inj Adjustment.","","","18.4","","-2.8","58.4","63.7","493","Medium","No","1004364","","","","","Gen Fwd","16","28",""
"Fwd","","Jack Higgins","STK","-0.6","No DPP   No Inj Adjustment.","","","16.1","","-0.5","60.9","62.9","494","Low","No","1002227","","","","","Gen Fwd","20","25",""
"Mid","","Dylan Stephens","NTH","-26.4","No DPP   No Inj Adjustment.","","","19.7","","-4.1","47.7","51.5","495","Low","No","1004848","","","","","Def","16","24",""
"Def","","Jack Buckley","GWS","-4","No DPP   No Inj Adjustment.","","","10.3","","5.3","60.5","62.5","496","Low","No","1009708","","","","","Def","23","27",""
"Def","","Joel Jeffrey","GCS","-5.7","No DPP   No Inj Adjustment.","","","11.4","","4.2","58.8","52.2","497","Medium","No","1005992","","","","","Distributor","12","22",""
"Ruck","","Jacob Molier","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","498","High","No","1027006","","","","","","","18",""
"Mid","","Nik Cox","ESS","-21.2","No DPP   No Inj Adjustment.","","","16.8","","-1.2","52.9","52.4","499","High","No","1015827","","","","","Def","20","23",""
"Fwd","","Sam Davidson","WBD","","No DPP   No Inj Adjustment.","","","","","","","0","500","Medium","No","1036123","","","","","","","23",""
"Fwd","","Kade Chandler","MEL","-0.4","No DPP   No Inj Adjustment.","","","15.9","","-0.3","61.1","61.4","501","Medium","No","1005330","","","","","Gen Fwd","23","25","Interrupted pre-season: Shoulder, back to full training mid Feb."
"Mid","","Ben Camporeale","CAR","","No DPP   No Inj Adjustment.","","","","","","","0","502","High","No","1027282","","","","","","","18",""
"Fwd","","Tyler Sonsie","RIC","-16.8","No DPP   No Inj Adjustment.","","","32.8","","-17.2","44.7","47.1","503","Medium","No","1017114","","","","","Gen Fwd","14","22",""
"Def","","Nick Coffield","WBD","-22.6","No DPP   No Inj Adjustment.","","","23.7","","-8.1","41.9","55.5","504","High","No","1005717","","","","","Def","8","25",""
"Fwd","","Bailey Humphrey","GCS","-16.2","No DPP   No Inj Adjustment.","","","32.1","","-16.5","45.3","50.2","505","Low","No","1023500","","","","","Gen Fwd","21","20",""
"Ruck","","Dante Visentini","PTA","-31.5","No DPP   No Inj Adjustment.","","","0.2","","15.4","54.7","56.4","506","High","No","1017128","","","","","Ruck","3","21","Interrupted pre-season: knee, return TBC"
"Fwd","","Luke Pedlar","ADE","-36.7","No DPP   No Inj Adjustment.","","","50.1","","-34.5","24.8","47.2","507","Medium","No","1012218","","","","","Gen Fwd","4","22",""
"Mid","","Jack Ough","GWS","","No DPP   No Inj Adjustment.","","","","","","","0","508","High","No","1028539","","","","","","","18",""
"Def","","Brandon Starcevich","BRL","-16.1","No DPP   No Inj Adjustment.","","","18.9","","-3.3","48.4","54.6","509","Low","No","1002401","","","","","Def","22","25",""
"Mid","","Ned Long","COL","-29","No DPP   No Inj Adjustment.","","","21.1","","-5.5","45.1","45.5","510","High","No","1017124","","","","","Gen Fwd","7","21",""
"Def","","Brandon Walker","FRE","-9.4","No DPP   No Inj Adjustment.","","","14","","1.6","55.1","56.3","511","Low","No","1009410","","","","","Def","19","22",""
"Mid","","Ryan Angwin","GWS","-15","No DPP   No Inj Adjustment.","","","15.1","","0.5","56","44.2","512","High","No","1015777","","","","","Def","4","22","Injury: Ankle, return April"
"Fwd","","Conor Stone","GWS","-46","No DPP   No Inj Adjustment.","","","54.4","","-38.8","15.5","30","513","High","No","1015862","","","","","Def","4","22","Role: Reported time in a distributor role. Punt."
"Mid","","Campbell Chesser","WCE","-33.4","No DPP   No Inj Adjustment.","","","23.2","","-7.6","40.7","41.7","514","Medium","No","1017057","","","","","Gen Fwd","18","21","Interrupted pre-season: TBA."
"Def","Fwd","Ben Paton","SYD","-35.7","Def: -38.7  Fwd: -35.7  No Inj Adjustment.","","Def: Inf  Fwd: Inf","32.9","Fwd: 49.5  Def: 32.9","-17.3","25.8","62.7","515","Medium","Yes","1004985","","","","","Def","4","26",""
"Mid","","Lucca Grego","WCE","","No DPP   No Inj Adjustment.","","","","","","","0","516","High","No","1018992","","","","","","","18",""
"Fwd","","Thomas Berry","GCS","-12.3","No DPP   No Inj Adjustment.","","","28","","-12.4","49.2","40.1","517","High","No","1006100","","","","","Gen Fwd","17","24",""
"Mid","","Tom Gross","WCE","","No DPP   No Inj Adjustment.","","","","","","","0","518","High","No","1028561","","","","","","","18",""
"Fwd","","Joel Amartey","SYD","-12.8","No DPP   No Inj Adjustment.","","","28.5","","-12.9","48.7","46.4","519","Medium","No","1008091","","","","","Key Fwd","25","25",""
"Fwd","","Cooper Sharman","STK","-11.3","No DPP   No Inj Adjustment.","","","26.9","","-11.3","50.2","53.3","520","High","No","1018018","","","","","Key Fwd","18","24",""
"Def","","Tom Brown","RIC","-11.9","No DPP   No Inj Adjustment.","","","18.2","","-2.6","49.3","45.5","521","High","No","1017086","","","","","Def","18","21","Injury: ACL in 2024"
"Def","","Josh Goater","NTH","-25.4","No DPP   No Inj Adjustment.","","","29.9","","-14.3","32","38.9","522","High","No","1017118","","","","","Def","1","21","Injury: Hamstring/Achilles in 2024. Monitor pre-season"
"Fwd","","Aaron Cadman","GWS","-15.6","No DPP   No Inj Adjustment.","","","31.5","","-15.9","45.9","41.3","523","Low","No","1019038","","","","","Key Fwd","23","20",""
"Mid","","Henry Hustwaite","HAW","-51.3","No DPP   No Inj Adjustment.","","","29","","-13.4","22.8","45.4","524","High","No","1023680","","","","","","4","20",""
"Mid","Fwd","Finlay Macrae","COL","-21.6","Mid: -34.2  Fwd: -21.6  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","23.5","Mid: 23.5  Fwd: 37.8","-7.9","39.9","44.6","525","High","Yes","1012828","","","","","Gen Fwd","9","22",""
"Mid","Fwd","Cody Angove","GWS","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","526","High","Yes","1032619","","","","","","","18",""
"Fwd","","Jye Amiss","FRE","-12","No DPP   No Inj Adjustment.","","","27.6","","-12","49.5","46.7","527","Low","No","1020594","","","","","Key Fwd","22","21",""
"Def","","Jaxon Prior","ESS","-22","No DPP   No Inj Adjustment.","","","23.2","","-7.6","42.5","50.8","528","High","No","1009386","","","","","Def","4","23",""
"Def","","Jordan Boyd","CAR","-5.9","No DPP   No Inj Adjustment.","","","11.6","","4","58.6","51.4","529","High","No","1002795","","","","","Def","19","26",""
"Mid","","Bruce Reville","BRL","-26.3","No DPP   No Inj Adjustment.","","","19.6","","-4","47.8","51.7","530","Medium","No","1009317","","","","","Gen Fwd","12","23",""
"Mid","Fwd","Oliver Hannaford","GWS","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","531","High","Yes","1028485","","","","","","","18",""
"Mid","","Luke Urquhart","NTH","","No DPP   No Inj Adjustment.","","","","","","","0","532","High","No","1029281","","","","","","","18",""
"Def","","Liam Stocker","STK","-13.8","No DPP   No Inj Adjustment.","","","17.2","","-1.6","50.7","57.3","533","High","No","1008312","","","","","Def","16","25","Interrupted pre-season: groin, training in Jan."
"Mid","","Indhi Kirk","SYD","","No DPP   No Inj Adjustment.","","","","","","","0","534","Medium","No","1027058","","","","","","","20",""
"Mid","","Clay Hall","WCE","-41.1","No DPP   No Inj Adjustment.","","","26.3","","-10.7","33","24.3","535","High","No","1024188","","","","","Gen Fwd","3","19",""
"Mid","","Harvey Gallagher","WBD","-21","No DPP   No Inj Adjustment.","","","16.7","","-1.1","53.1","54.3","536","Medium","No","1017087","","","","","Gen Fwd","20","21",""
"Fwd","","Jack Petruccelle","WCE","-13.3","No DPP   No Inj Adjustment.","","","29","","-13.4","48.2","58","537","Low","No","1006550","","","","","Gen Fwd","16","25",""
"Mid","","Tom Hanily","SYD","","No DPP   No Inj Adjustment.","","","","","","","0","538","High","No","1027687","","","","","","","19",""
"Mid","Fwd","Max Hall","STK","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","539","Medium","Yes","1020855","","","","","","","22",""
"Def","","Ben Miller","RIC","-10","No DPP   No Inj Adjustment.","","","14.4","","1.2","54.5","50.6","540","Medium","No","1002403","","","","","Def","21","25",""
"Mid","","Hugh Jackson","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","541","Medium","No","1015330","","","","","","","21",""
"Def","","Jackson Archer","NTH","-20.7","No DPP   No Inj Adjustment.","","","22.3","","-6.7","43.8","51.9","542","High","No","1020968","","","","","Def","15","22",""
"Def","","Blake Howes","MEL","-12.2","No DPP   No Inj Adjustment.","","","16","","-0.4","52.3","56.1","543","Medium","No","1017122","","","","","Def","16","21",""
"Fwd","","Darcy Jones","GWS","-6.7","No DPP   No Inj Adjustment.","","","22","","-6.4","54.8","62.3","544","Medium","No","1020650","","","","","Gen Fwd","14","20",""
"Fwd","","Malcolm Rosas","GCS","-20.8","No DPP   No Inj Adjustment.","","","37","","-21.4","40.7","46","545","Medium","No","1005986","","","","","Gen Fwd","7","23",""
"Mid","","Chayce Jones","ADE","-14.3","No DPP   No Inj Adjustment.","","","13","","2.6","59.8","60","546","Medium","No","1006203","","","","","Def","16","25","Has the ability to score well on the wing. Late round mid pick up."
"Fwd","","Nate Caddy","ESS","-8.4","No DPP   No Inj Adjustment.","","","23.8","","-8.2","53.1","56.5","547","High","No","1027899","","","","","Gen Fwd","10","19",""
"Mid","","Reece Torrent","BRL","","No DPP   No Inj Adjustment.","","","","","","","0","548","High","No","1024187","","","","","","","19",""
"Fwd","","Beau McCreery","COL","-8.4","No DPP   No Inj Adjustment.","","","23.8","","-8.2","53.1","55.9","549","Medium","No","1004757","","","","","Gen Fwd","17","23",""
"Fwd","","Harrison Jones","ESS","-6.7","No DPP   No Inj Adjustment.","","","22","","-6.4","54.8","45","550","High","No","1011755","","","","","Key Fwd","21","23",""
"Mid","","Zak Evans","GCS","","No DPP   No Inj Adjustment.","","","","","","","0","551","Medium","No","1038801","","","","","","","24",""
"Def","","Sam Taylor","GWS","-13.9","No DPP   No Inj Adjustment.","","","17.2","","-1.6","50.6","53.5","552","Low","No","1005247","","","","","Def","18","25",""
"Mid","Fwd","Geordie Payne","NTH","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","553","High","Yes","1027726","","","","","","","19","Interrupted pre-season: shin, training late Jan."
"Mid","Fwd","Hamish Davis","WCE","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","554","High","Yes","1032624","","","","","","","18",""
"Fwd","","Reef McInnes","COL","-28.9","No DPP   No Inj Adjustment.","","","44.5","","-28.9","32.6","28.5","555","High","No","1013278","","","","","Key Fwd","9","22",""
"Mid","","Cooper Hynes","WBD","","No DPP   No Inj Adjustment.","","","","","","","0","556","High","No","1029456","","","","","","","18",""
"Fwd","","Matthew Owies","WCE","-12.6","No DPP   No Inj Adjustment.","","","28.3","","-12.7","48.9","53.2","557","Low","No","1013973","","","","","Gen Fwd","23","27",""
"Mid","Fwd","Jesse Dattoli","SYD","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","558","High","Yes","1029589","","","","","","","18","Injury. Lower back, missing pre-season."
"Mid","","Hugh Boxshall","STK","","No DPP   No Inj Adjustment.","","","","","","","0","559","High","No","1029148","","","","","","","18",""
"Fwd","","Jacob Koschitzke","RIC","-14.4","No DPP   No Inj Adjustment.","","","30.2","","-14.6","47.1","45.1","560","Medium","No","1006030","","","","","Key Fwd","14","24",""
"Fwd","","Corey Warner","SYD","-33","No DPP   No Inj Adjustment.","","","47.7","","-32.1","28.5","34.8","561","High","No","1018424","","","","","Gen Fwd","6","21",""
"Mid","","Tom Cochrane","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","562","High","No","1022371","","","","","","","19",""
"Mid","Fwd","River Stevens","NTH","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","563","High","Yes","1031989","","","","","","","18",""
"Fwd","","Oliver Sestan","MEL","","No DPP   No Inj Adjustment.","","","","","","","0","564","Medium","No","1029973","","","","","","","20",""
"Mid","","Cody Anderson","HAW","","No DPP   No Inj Adjustment.","","","","","","","0","565","High","No","1028566","","","","","","","18",""
"Def","","Charlie Ballard","GCS","-14.3","No DPP   No Inj Adjustment.","","","17.5","","-1.9","50.2","51.8","566","Low","No","1008882","","","","","Def","23","25",""
"Mid","","Zak Johnson","ESS","","No DPP   No Inj Adjustment.","","","","","","","0","567","High","No","1028519","","","","","","","18",""
"Mid","","Sam Marshall","BRL","","No DPP   No Inj Adjustment.","","","","","","","0","568","High","No","1028520","","","","","","","19",""
"Fwd","","Lachlan Murphy","ADE","-8.7","No DPP   No Inj Adjustment.","","","24.1","","-8.5","52.8","57.8","569","Low","No","1000998","","","","","Gen Fwd","17","26",""
"Fwd","","Lachie Fogarty","CAR","-10.8","No DPP   No Inj Adjustment.","","","26.3","","-10.7","50.7","53.8","570","High","No","1002228","","","","","Gen Fwd","15","25",""
"Mid","Fwd","William Hayes","COL","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","571","High","Yes","1032922","","","","","","","18",""
"Mid","","Rhys Unwin","ESS","","No DPP   No Inj Adjustment.","","","","","","","0","572","High","No","1032023","","","","","","","18",""
"Mid","","Murphy Reid","FRE","","No DPP   No Inj Adjustment.","","","","","","","0","573","High","No","1028513","","","","","","","18",""
"Mid","","George Stevens","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","574","High","No","1023681","","","","","","","19",""
"Fwd","","Zane Duursma","NTH","-25.1","No DPP   No Inj Adjustment.","","","41.1","","-25.5","36.4","39.5","575","High","No","1023494","","","","","Gen Fwd","13","19","Interrupted pre-season: shoulder, training late Jan."
"Fwd","","Nathan Wardius","GWS","","No DPP   No Inj Adjustment.","","","","","","","0","576","Medium","No","1034066","","","","","","","20",""
"Fwd","","Charlie Spargo","MEL","-25.5","No DPP   No Inj Adjustment.","","","41.5","","-25.9","36","52.9","577","High","No","1002282","","","","","Gen Fwd","1","25","Injury: Achilles in 2024. Monitor pre-season"
